c0,c1,c2,level,bpp,mse
88, 256, 96, 2, 0.2344, 47.3912, kodak/kodim15.png
88, 256, 96, 2, 0.2052, 37.7908, kodak/kodim09.png
88, 256, 96, 2, 0.2452, 45.4172, kodak/kodim17.png
88, 256, 96, 2, 0.2288, 43.7399, kodak/kodim20.png
88, 256, 96, 2, 0.1925, 42.6354, kodak/kodim12.png
88, 256, 96, 2, 0.3242, 66.9708, kodak/kodim22.png
88, 256, 96, 2, 0.2861, 57.4938, kodak/kodim19.png
88, 256, 96, 2, 0.2205, 48.9734, kodak/kodim02.png
88, 256, 96, 2, 0.2168, 42.0767, kodak/kodim10.png
88, 256, 96, 2, 0.5943, 80.3951, kodak/kodim05.png
88, 256, 96, 2, 0.1745, 32.3277, kodak/kodim23.png
88, 256, 96, 2, 0.3360, 63.1629, kodak/kodim11.png
88, 256, 96, 2, 0.4660, 82.2220, kodak/kodim24.png
88, 256, 96, 2, 0.5511, 88.2302, kodak/kodim01.png
88, 256, 96, 2, 0.2351, 49.8063, kodak/kodim04.png
88, 256, 96, 2, 0.4375, 77.8896, kodak/kodim14.png
88, 256, 96, 2, 0.7713, 129.9692, kodak/kodim13.png
88, 256, 96, 2, 0.3985, 69.4648, kodak/kodim06.png
88, 256, 96, 2, 0.2421, 51.1677, kodak/kodim16.png
88, 256, 96, 2, 0.2697, 40.0043, kodak/kodim07.png
88, 256, 96, 3, 0.2687, 17.8914, kodak/kodim03.png
88, 256, 96, 3, 0.8623, 53.5061, kodak/kodim08.png
88, 256, 96, 3, 0.5398, 34.4905, kodak/kodim21.png
88, 256, 96, 3, 0.6834, 47.3137, kodak/kodim18.png
88, 256, 96, 3, 0.3435, 26.9327, kodak/kodim15.png
88, 256, 96, 3, 0.2861, 20.0646, kodak/kodim09.png
88, 256, 96, 3, 0.3531, 25.3553, kodak/kodim17.png
88, 256, 96, 3, 0.3339, 23.6026, kodak/kodim20.png
88, 256, 96, 3, 0.2842, 23.4770, kodak/kodim12.png
88, 256, 96, 3, 0.4986, 38.9609, kodak/kodim22.png
88, 256, 96, 3, 0.4384, 32.5708, kodak/kodim19.png
88, 256, 96, 3, 0.3390, 29.6989, kodak/kodim02.png
88, 256, 96, 3, 0.3069, 22.5738, kodak/kodim10.png
88, 256, 96, 3, 0.8315, 45.1933, kodak/kodim05.png
88, 256, 96, 3, 0.2351, 17.2629, kodak/kodim23.png
88, 256, 96, 3, 0.5059, 35.8774, kodak/kodim11.png
88, 256, 96, 3, 0.6774, 45.5421, kodak/kodim24.png
88, 256, 96, 3, 0.8207, 49.5464, kodak/kodim01.png
88, 256, 96, 3, 0.3535, 28.5214, kodak/kodim04.png
88, 256, 96, 3, 0.6544, 44.6825, kodak/kodim14.png
88, 256, 96, 3, 1.1362, 72.2158, kodak/kodim13.png
88, 256, 96, 3, 0.5898, 38.2525, kodak/kodim06.png
88, 256, 96, 3, 0.3743, 27.8001, kodak/kodim16.png
88, 256, 96, 3, 0.3714, 20.4884, kodak/kodim07.png
88, 256, 96, 4, 0.3716, 11.1530, kodak/kodim03.png
88, 256, 96, 4, 1.1788, 32.8966, kodak/kodim08.png
88, 256, 96, 4, 0.7411, 21.5195, kodak/kodim21.png
88, 256, 96, 4, 0.9495, 29.6914, kodak/kodim18.png
88, 256, 96, 4, 0.4941, 17.1742, kodak/kodim15.png
88, 256, 96, 4, 0.3894, 13.0240, kodak/kodim09.png
88, 256, 96, 4, 0.4964, 16.2155, kodak/kodim17.png
88, 256, 96, 4, 0.4716, 14.3829, kodak/kodim20.png
88, 256, 96, 4, 0.4166, 14.6352, kodak/kodim12.png
88, 256, 96, 4, 0.7270, 24.6901, kodak/kodim22.png
88, 256, 96, 4, 0.6381, 20.7722, kodak/kodim19.png
88, 256, 96, 4, 0.5199, 19.3442, kodak/kodim02.png
88, 256, 96, 4, 0.4277, 14.3831, kodak/kodim10.png
88, 256, 96, 4, 1.1160, 27.8332, kodak/kodim05.png
88, 256, 96, 4, 0.3187, 11.4299, kodak/kodim23.png
88, 256, 96, 4, 0.7302, 22.1069, kodak/kodim11.png
88, 256, 96, 4, 0.9310, 27.7400, kodak/kodim24.png
88, 256, 96, 4, 1.1470, 29.4324, kodak/kodim01.png
88, 256, 96, 4, 0.5191, 18.1257, kodak/kodim04.png
88, 256, 96, 4, 0.9376, 27.4502, kodak/kodim14.png
88, 256, 96, 4, 1.5515, 42.5481, kodak/kodim13.png
88, 256, 96, 4, 0.8305, 22.8162, kodak/kodim06.png
88, 256, 96, 4, 0.5508, 17.0473, kodak/kodim16.png
88, 256, 96, 4, 0.4994, 12.6288, kodak/kodim07.png
88, 256, 96, 5, 0.5098, 7.5405, kodak/kodim03.png
88, 256, 96, 5, 1.5752, 20.9822, kodak/kodim08.png
88, 256, 96, 5, 0.9890, 13.8021, kodak/kodim21.png
88, 256, 96, 5, 1.2765, 19.6119, kodak/kodim18.png
88, 256, 96, 5, 0.6970, 11.5565, kodak/kodim15.png
88, 256, 96, 5, 0.5249, 9.3305, kodak/kodim09.png
88, 256, 96, 5, 0.6918, 10.6869, kodak/kodim17.png
88, 256, 96, 5, 0.6441, 9.8555, kodak/kodim20.png
88, 256, 96, 5, 0.5978, 9.9501, kodak/kodim12.png
88, 256, 96, 5, 1.0213, 16.1376, kodak/kodim22.png
88, 256, 96, 5, 0.8950, 13.4310, kodak/kodim19.png
88, 256, 96, 5, 0.7676, 12.9043, kodak/kodim02.png
88, 256, 96, 5, 0.5867, 10.0996, kodak/kodim10.png
88, 256, 96, 5, 1.4661, 17.6534, kodak/kodim05.png
88, 256, 96, 5, 0.4287, 8.4636, kodak/kodim23.png
88, 256, 96, 5, 1.0226, 13.9054, kodak/kodim11.png
88, 256, 96, 5, 1.2418, 18.0642, kodak/kodim24.png
88, 256, 96, 5, 1.5386, 17.4458, kodak/kodim01.png
88, 256, 96, 5, 0.7388, 12.0765, kodak/kodim04.png
88, 256, 96, 5, 1.2960, 17.1207, kodak/kodim14.png
88, 256, 96, 5, 2.0206, 25.7991, kodak/kodim13.png
88, 256, 96, 5, 1.1310, 13.9651, kodak/kodim06.png
88, 256, 96, 5, 0.7795, 10.6585, kodak/kodim16.png
88, 256, 96, 5, 0.6623, 8.4647, kodak/kodim07.png
88, 256, 96, 6, 0.6903, 5.1561, kodak/kodim03.png
88, 256, 96, 6, 2.0307, 13.6921, kodak/kodim08.png
88, 256, 96, 6, 1.2751, 9.2705, kodak/kodim21.png
88, 256, 96, 6, 1.6744, 13.8028, kodak/kodim18.png
88, 256, 96, 6, 0.9622, 7.8857, kodak/kodim15.png
88, 256, 96, 6, 0.7057, 6.8619, kodak/kodim09.png
88, 256, 96, 6, 0.9472, 7.3546, kodak/kodim17.png
88, 256, 96, 6, 0.8573, 6.9090, kodak/kodim20.png
88, 256, 96, 6, 0.8436, 6.5794, kodak/kodim12.png
88, 256, 96, 6, 1.3775, 10.8820, kodak/kodim22.png
88, 256, 96, 6, 1.2084, 8.8794, kodak/kodim19.png
88, 256, 96, 6, 1.1087, 8.4348, kodak/kodim02.png
88, 256, 96, 6, 0.8064, 7.1967, kodak/kodim10.png
88, 256, 96, 6, 1.8781, 11.5713, kodak/kodim05.png
88, 256, 96, 6, 0.5833, 6.3327, kodak/kodim23.png
88, 256, 96, 6, 1.3828, 8.7452, kodak/kodim11.png
88, 256, 96, 6, 1.6042, 12.4162, kodak/kodim24.png
88, 256, 96, 6, 1.9827, 10.4636, kodak/kodim01.png
88, 256, 96, 6, 1.0369, 7.9927, kodak/kodim04.png
88, 256, 96, 6, 1.7203, 11.0195, kodak/kodim14.png
88, 256, 96, 6, 2.4993, 16.9645, kodak/kodim13.png
88, 256, 96, 6, 1.4851, 8.7024, kodak/kodim06.png
88, 256, 96, 6, 1.0709, 6.6572, kodak/kodim16.png
88, 256, 96, 6, 0.8660, 5.8242, kodak/kodim07.png
88, 256, 96, 7, 0.9072, 3.8578, kodak/kodim03.png
88, 256, 96, 7, 2.4971, 10.1752, kodak/kodim08.png
88, 256, 96, 7, 1.6035, 6.9119, kodak/kodim21.png
88, 256, 96, 7, 2.1326, 10.4612, kodak/kodim18.png
88, 256, 96, 7, 1.2712, 5.9602, kodak/kodim15.png
88, 256, 96, 7, 0.9787, 5.3847, kodak/kodim09.png
88, 256, 96, 7, 1.2701, 5.2892, kodak/kodim17.png
88, 256, 96, 7, 1.1056, 5.5013, kodak/kodim20.png
88, 256, 96, 7, 1.1576, 4.7867, kodak/kodim12.png
88, 256, 96, 7, 1.7724, 8.1182, kodak/kodim22.png
88, 256, 96, 7, 1.5580, 6.4882, kodak/kodim19.png
88, 256, 96, 7, 1.5189, 5.8596, kodak/kodim02.png
88, 256, 96, 7, 1.1138, 5.3964, kodak/kodim10.png
88, 256, 96, 7, 2.3066, 8.4558, kodak/kodim05.png
88, 256, 96, 7, 0.7949, 5.1262, kodak/kodim23.png
88, 256, 96, 7, 1.7752, 5.9915, kodak/kodim11.png
88, 256, 96, 7, 1.9966, 9.4866, kodak/kodim24.png
88, 256, 96, 7, 2.4284, 7.0093, kodak/kodim01.png
88, 256, 96, 7, 1.3942, 5.6244, kodak/kodim04.png
88, 256, 96, 7, 2.1668, 7.8530, kodak/kodim14.png
88, 256, 96, 7, 2.9529, 12.7785, kodak/kodim13.png
88, 256, 96, 7, 1.8650, 6.0539, kodak/kodim06.png
88, 256, 96, 7, 1.4017, 4.4667, kodak/kodim16.png
88, 256, 96, 7, 1.1064, 4.4472, kodak/kodim07.png
256, 256, 256, 0, 0.0924, 76.0422, kodak/kodim03.png
256, 256, 256, 0, 0.3045, 205.4600, kodak/kodim08.png
256, 256, 256, 0, 0.1715, 138.8818, kodak/kodim21.png
256, 256, 256, 0, 0.1965, 200.0797, kodak/kodim18.png
256, 256, 256, 0, 0.1146, 92.1335, kodak/kodim15.png
256, 256, 256, 0, 0.1070, 82.6472, kodak/kodim09.png
256, 256, 256, 0, 0.1196, 108.7037, kodak/kodim17.png
256, 256, 256, 0, 0.1136, 80.2049, kodak/kodim20.png
256, 256, 256, 0, 0.0967, 79.0767, kodak/kodim12.png
256, 256, 256, 0, 0.1327, 153.4456, kodak/kodim22.png
256, 256, 256, 0, 0.1303, 117.5533, kodak/kodim19.png
256, 256, 256, 0, 0.1060, 92.0717, kodak/kodim02.png
256, 256, 256, 0, 0.1080, 99.6548, kodak/kodim10.png
256, 256, 256, 0, 0.2847, 194.0914, kodak/kodim05.png
256, 256, 256, 0, 0.0995, 64.6107, kodak/kodim23.png
256, 256, 256, 0, 0.1479, 137.8594, kodak/kodim11.png
256, 256, 256, 0, 0.2053, 200.9058, kodak/kodim24.png
256, 256, 256, 0, 0.2184, 203.6247, kodak/kodim01.png
256, 256, 256, 0, 0.1108, 104.7285, kodak/kodim04.png
256, 256, 256, 0, 0.1890, 180.9296, kodak/kodim14.png
256, 256, 256, 0, 0.3117, 306.0268, kodak/kodim13.png
256, 256, 256, 0, 0.1712, 153.9155, kodak/kodim06.png
256, 256, 256, 0, 0.0992, 114.7168, kodak/kodim16.png
256, 256, 256, 0, 0.1382, 93.7318, kodak/kodim07.png
256, 256, 256, 1, 0.1318, 48.7784, kodak/kodim03.png
256, 256, 256, 1, 0.4314, 131.4039, kodak/kodim08.png
256, 256, 256, 1, 0.2543, 89.9829, kodak/kodim21.png
256, 256, 256, 1, 0.3074, 125.8684, kodak/kodim18.png
256, 256, 256, 1, 0.1611, 64.8644, kodak/kodim15.png
256, 256, 256, 1, 0.1481, 51.0437, kodak/kodim09.png
256, 256, 256, 1, 0.1706, 70.0555, kodak/kodim17.png
256, 256, 256, 1, 0.1569, 55.3489, kodak/kodim20.png
256, 256, 256, 1, 0.1336, 54.6666, kodak/kodim12.png
256, 256, 256, 1, 0.2049, 103.5596, kodak/kodim22.png
256, 256, 256, 1, 0.1877, 82.8727, kodak/kodim19.png
256, 256, 256, 1, 0.1479, 66.5767, kodak/kodim02.png
256, 256, 256, 1, 0.1537, 62.4162, kodak/kodim10.png
256, 256, 256, 1, 0.4145, 121.0764, kodak/kodim05.png
256, 256, 256, 1, 0.1301, 43.2421, kodak/kodim23.png
256, 256, 256, 1, 0.2214, 93.0448, kodak/kodim11.png
256, 256, 256, 1, 0.3101, 127.3889, kodak/kodim24.png
256, 256, 256, 1, 0.3501, 132.4843, kodak/kodim01.png
256, 256, 256, 1, 0.1602, 71.2906, kodak/kodim04.png
256, 256, 256, 1, 0.2875, 118.0607, kodak/kodim14.png
256, 256, 256, 1, 0.4936, 199.3321, kodak/kodim13.png
256, 256, 256, 1, 0.2608, 100.2012, kodak/kodim06.png
256, 256, 256, 1, 0.1547, 74.9986, kodak/kodim16.png
256, 256, 256, 1, 0.1929, 57.8061, kodak/kodim07.png
256, 256, 256, 2, 0.1883, 37.5204, kodak/kodim03.png
256, 256, 256, 2, 0.6124, 91.7659, kodak/kodim08.png
256, 256, 256, 2, 0.3755, 64.5914, kodak/kodim21.png
256, 256, 256, 2, 0.4675, 83.3967, kodak/kodim18.png
256, 256, 256, 2, 0.2344, 50.3006, kodak/kodim15.png
256, 256, 256, 2, 0.2052, 40.7320, kodak/kodim09.png
256, 256, 256, 2, 0.2452, 50.9105, kodak/kodim17.png
256, 256, 256, 2, 0.2288, 45.7615, kodak/kodim20.png
256, 256, 256, 2, 0.1925, 46.1471, kodak/kodim12.png
256, 256, 256, 2, 0.3242, 72.8081, kodak/kodim22.png
256, 256, 256, 2, 0.2861, 61.5738, kodak/kodim19.png
256, 256, 256, 2, 0.2205, 52.8915, kodak/kodim02.png
256, 256, 256, 2, 0.2168, 47.1540, kodak/kodim10.png
256, 256, 256, 2, 0.5943, 81.1424, kodak/kodim05.png
256, 256, 256, 2, 0.1745, 35.8452, kodak/kodim23.png
256, 256, 256, 2, 0.3360, 67.3599, kodak/kodim11.png
256, 256, 256, 2, 0.4660, 84.0246, kodak/kodim24.png
256, 256, 256, 2, 0.5511, 89.6990, kodak/kodim01.png
256, 256, 256, 2, 0.2351, 53.9961, kodak/kodim04.png
256, 256, 256, 2, 0.4375, 81.0550, kodak/kodim14.png
256, 256, 256, 2, 0.7713, 128.2602, kodak/kodim13.png
256, 256, 256, 2, 0.3985, 71.0555, kodak/kodim06.png
256, 256, 256, 2, 0.2421, 55.0346, kodak/kodim16.png
256, 256, 256, 2, 0.2697, 42.7650, kodak/kodim07.png
256, 256, 256, 3, 0.2687, 19.0488, kodak/kodim03.png
256, 256, 256, 3, 0.8623, 52.4102, kodak/kodim08.png
256, 256, 256, 3, 0.5398, 35.1308, kodak/kodim21.png
256, 256, 256, 3, 0.6834, 47.1394, kodak/kodim18.png
256, 256, 256, 3, 0.3435, 27.5864, kodak/kodim15.png
256, 256, 256, 3, 0.2861, 20.9859, kodak/kodim09.png
256, 256, 256, 3, 0.3531, 27.6630, kodak/kodim17.png
256, 256, 256, 3, 0.3339, 23.8448, kodak/kodim20.png
256, 256, 256, 3, 0.2842, 24.7819, kodak/kodim12.png
256, 256, 256, 3, 0.4986, 40.9169, kodak/kodim22.png
256, 256, 256, 3, 0.4384, 33.8042, kodak/kodim19.png
256, 256, 256, 3, 0.3390, 30.9070, kodak/kodim02.png
256, 256, 256, 3, 0.3069, 24.5298, kodak/kodim10.png
256, 256, 256, 3, 0.8315, 44.8844, kodak/kodim05.png
256, 256, 256, 3, 0.2351, 18.5756, kodak/kodim23.png
256, 256, 256, 3, 0.5059, 36.9259, kodak/kodim11.png
256, 256, 256, 3, 0.6774, 45.0308, kodak/kodim24.png
256, 256, 256, 3, 0.8207, 49.6822, kodak/kodim01.png
256, 256, 256, 3, 0.3535, 29.7459, kodak/kodim04.png
256, 256, 256, 3, 0.6544, 44.9575, kodak/kodim14.png
256, 256, 256, 3, 1.1362, 70.0286, kodak/kodim13.png
256, 256, 256, 3, 0.5898, 38.3894, kodak/kodim06.png
256, 256, 256, 3, 0.3743, 29.1219, kodak/kodim16.png
256, 256, 256, 3, 0.3714, 21.3954, kodak/kodim07.png
256, 256, 256, 4, 0.3716, 11.3725, kodak/kodim03.png
256, 256, 256, 4, 1.1788, 31.5759, kodak/kodim08.png
256, 256, 256, 4, 0.7411, 21.3887, kodak/kodim21.png
256, 256, 256, 4, 0.9495, 28.9472, kodak/kodim18.png
256, 256, 256, 4, 0.4941, 16.8351, kodak/kodim15.png
256, 256, 256, 4, 0.3894, 13.0132, kodak/kodim09.png
256, 256, 256, 4, 0.4964, 16.6750, kodak/kodim17.png
256, 256, 256, 4, 0.4716, 14.0976, kodak/kodim20.png
256, 256, 256, 4, 0.4166, 14.7227, kodak/kodim12.png
256, 256, 256, 4, 0.7270, 24.6490, kodak/kodim22.png
256, 256, 256, 4, 0.6381, 20.7660, kodak/kodim19.png
256, 256, 256, 4, 0.5199, 19.2407, kodak/kodim02.png
256, 256, 256, 4, 0.4277, 14.6696, kodak/kodim10.png
256, 256, 256, 4, 1.1160, 26.9339, kodak/kodim05.png
256, 256, 256, 4, 0.3187, 11.5203, kodak/kodim23.png
256, 256, 256, 4, 0.7302, 21.8482, kodak/kodim11.png
256, 256, 256, 4, 0.9310, 26.4238, kodak/kodim24.png
256, 256, 256, 4, 1.1470, 29.0797, kodak/kodim01.png
256, 256, 256, 4, 0.5191, 18.0254, kodak/kodim04.png
256, 256, 256, 4, 0.9376, 26.6364, kodak/kodim14.png
256, 256, 256, 4, 1.5515, 40.9911, kodak/kodim13.png
256, 256, 256, 4, 0.8305, 22.3989, kodak/kodim06.png
256, 256, 256, 4, 0.5508, 17.1368, kodak/kodim16.png
256, 256, 256, 4, 0.4994, 12.5187, kodak/kodim07.png
256, 256, 256, 5, 0.5098, 7.4676, kodak/kodim03.png
256, 256, 256, 5, 1.5752, 19.8278, kodak/kodim08.png
256, 256, 256, 5, 0.9890, 13.5413, kodak/kodim21.png
256, 256, 256, 5, 1.2765, 18.9274, kodak/kodim18.png
256, 256, 256, 5, 0.6970, 11.1451, kodak/kodim15.png
256, 256, 256, 5, 0.5249, 9.1555, kodak/kodim09.png
256, 256, 256, 5, 0.6918, 10.6980, kodak/kodim17.png
256, 256, 256, 5, 0.6441, 9.5395, kodak/kodim20.png
256, 256, 256, 5, 0.5978, 9.7457, kodak/kodim12.png
256, 256, 256, 5, 1.0213, 15.7231, kodak/kodim22.png
256, 256, 256, 5, 0.8950, 13.2580, kodak/kodim19.png
256, 256, 256, 5, 0.7676, 12.5696, kodak/kodim02.png
256, 256, 256, 5, 0.5867, 10.0169, kodak/kodim10.png
256, 256, 256, 5, 1.4661, 16.7732, kodak/kodim05.png
256, 256, 256, 5, 0.4287, 8.2588, kodak/kodim23.png
256, 256, 256, 5, 1.0226, 13.4899, kodak/kodim11.png
256, 256, 256, 5, 1.2418, 16.8129, kodak/kodim24.png
256, 256, 256, 5, 1.5386, 17.1041, kodak/kodim01.png
256, 256, 256, 5, 0.7388, 11.7452, kodak/kodim04.png
256, 256, 256, 5, 1.2960, 16.2373, kodak/kodim14.png
256, 256, 256, 5, 2.0206, 24.6970, kodak/kodim13.png
256, 256, 256, 5, 1.1310, 13.5413, kodak/kodim06.png
256, 256, 256, 5, 0.7795, 10.5290, kodak/kodim16.png
256, 256, 256, 5, 0.6623, 8.2117, kodak/kodim07.png
256, 256, 256, 6, 0.6903, 4.9509, kodak/kodim03.png
256, 256, 256, 6, 2.0307, 12.8423, kodak/kodim08.png
256, 256, 256, 6, 1.2751, 8.9818, kodak/kodim21.png
256, 256, 256, 6, 1.6744, 13.1464, kodak/kodim18.png
256, 256, 256, 6, 0.9622, 7.4816, kodak/kodim15.png
256, 256, 256, 6, 0.7057, 6.6716, kodak/kodim09.png
256, 256, 256, 6, 0.9472, 7.1703, kodak/kodim17.png
256, 256, 256, 6, 0.8573, 6.6406, kodak/kodim20.png
256, 256, 256, 6, 0.8436, 6.3611, kodak/kodim12.png
256, 256, 256, 6, 1.3775, 10.3558, kodak/kodim22.png
256, 256, 256, 6, 1.2084, 8.5840, kodak/kodim19.png
256, 256, 256, 6, 1.1087, 8.1104, kodak/kodim02.png
256, 256, 256, 6, 0.8064, 6.9836, kodak/kodim10.png
256, 256, 256, 6, 1.8781, 10.7398, kodak/kodim05.png
256, 256, 256, 6, 0.5833, 6.0209, kodak/kodim23.png
256, 256, 256, 6, 1.3828, 8.3444, kodak/kodim11.png
256, 256, 256, 6, 1.6042, 11.2268, kodak/kodim24.png
256, 256, 256, 6, 1.9827, 10.1664, kodak/kodim01.png
256, 256, 256, 6, 1.0369, 7.6423, kodak/kodim04.png
256, 256, 256, 6, 1.7203, 10.2047, kodak/kodim14.png
256, 256, 256, 6, 2.4993, 16.0790, kodak/kodim13.png
256, 256, 256, 6, 1.4851, 8.3467, kodak/kodim06.png
256, 256, 256, 6, 1.0709, 6.4710, kodak/kodim16.png
256, 256, 256, 6, 0.8660, 5.5238, kodak/kodim07.png
256, 256, 256, 7, 0.9072, 3.6113, kodak/kodim03.png
256, 256, 256, 7, 2.4971, 9.4501, kodak/kodim08.png
256, 256, 256, 7, 1.6035, 6.6365, kodak/kodim21.png
256, 256, 256, 7, 2.1326, 9.8348, kodak/kodim18.png
256, 256, 256, 7, 1.2712, 5.5952, kodak/kodim15.png
256, 256, 256, 7, 0.9787, 5.2138, kodak/kodim09.png
256, 256, 256, 7, 1.2701, 5.0890, kodak/kodim17.png
256, 256, 256, 7, 1.1056, 5.2766, kodak/kodim20.png
256, 256, 256, 7, 1.1576, 4.5675, kodak/kodim12.png
256, 256, 256, 7, 1.7724, 7.6074, kodak/kodim22.png
256, 256, 256, 7, 1.5580, 6.1724, kodak/kodim19.png
256, 256, 256, 7, 1.5189, 5.5912, kodak/kodim02.png
256, 256, 256, 7, 1.1138, 5.1784, kodak/kodim10.png
256, 256, 256, 7, 2.3066, 7.7112, kodak/kodim05.png
256, 256, 256, 7, 0.7949, 4.8389, kodak/kodim23.png
256, 256, 256, 7, 1.7752, 5.6689, kodak/kodim11.png
256, 256, 256, 7, 1.9966, 8.4193, kodak/kodim24.png
256, 256, 256, 7, 2.4284, 6.7425, kodak/kodim01.png
256, 256, 256, 7, 1.3942, 5.3009, kodak/kodim04.png
256, 256, 256, 7, 2.1668, 7.1161, kodak/kodim14.png
256, 256, 256, 7, 2.9529, 12.0371, kodak/kodim13.png
256, 256, 256, 7, 1.8650, 5.7600, kodak/kodim06.png
256, 256, 256, 7, 1.4017, 4.3102, kodak/kodim16.png
256, 256, 256, 7, 1.1064, 4.1766, kodak/kodim07.png
