level,fn,bpp,mse,np
37.00, kodak/kodim02.png, 0.4007, 24.8020, 393216
37.00, kodak/kodim10.png, 0.3583, 18.8421, 393216
37.00, kodak/kodim05.png, 0.9396, 34.7964, 393216
37.00, kodak/kodim23.png, 0.2645, 15.1965, 393216
37.00, kodak/kodim11.png, 0.5997, 28.5889, 393216
37.00, kodak/kodim24.png, 0.7897, 34.0915, 393216
37.00, kodak/kodim01.png, 0.9806, 36.9804, 393216
37.00, kodak/kodim04.png, 0.4158, 23.1821, 393216
37.00, kodak/kodim14.png, 0.7664, 34.8400, 393216
37.00, kodak/kodim13.png, 1.3558, 50.8727, 393216
37.00, kodak/kodim06.png, 0.7077, 29.9170, 393216
37.00, kodak/kodim16.png, 0.4602, 22.7096, 393216
37.00, kodak/kodim07.png, 0.4139, 16.4233, 393216
38.00, kodak/kodim03.png, 0.3240, 14.7439, 393216
38.00, kodak/kodim08.png, 1.0431, 38.1712, 393216
38.00, kodak/kodim21.png, 0.6673, 26.0668, 393216
38.00, kodak/kodim18.png, 0.8351, 34.3369, 393216
38.00, kodak/kodim15.png, 0.4172, 22.2972, 393216
38.00, kodak/kodim09.png, 0.3462, 17.0189, 393216
38.00, kodak/kodim17.png, 0.4323, 20.1969, 393216
38.00, kodak/kodim20.png, 0.4084, 22.7720, 393216
38.00, kodak/kodim12.png, 0.3583, 21.6352, 393216
38.00, kodak/kodim22.png, 0.6326, 29.6555, 393216
38.00, kodak/kodim19.png, 0.5590, 25.7127, 393216
38.00, kodak/kodim02.png, 0.4249, 23.4219, 393216
38.00, kodak/kodim10.png, 0.3746, 18.7295, 393216
38.00, kodak/kodim05.png, 0.9787, 32.5942, 393216
38.00, kodak/kodim23.png, 0.2761, 15.3890, 393216
38.00, kodak/kodim11.png, 0.6320, 26.8652, 393216
38.00, kodak/kodim24.png, 0.8254, 32.5655, 393216
38.00, kodak/kodim01.png, 1.0298, 34.8612, 393216
38.00, kodak/kodim04.png, 0.4376, 22.1610, 393216
38.00, kodak/kodim14.png, 0.8041, 33.0275, 393216
38.00, kodak/kodim13.png, 1.4167, 48.0250, 393216
38.00, kodak/kodim06.png, 0.7426, 29.1693, 393216
38.00, kodak/kodim16.png, 0.4860, 21.6338, 393216
38.00, kodak/kodim07.png, 0.4316, 16.2530, 393216
39.00, kodak/kodim03.png, 0.3356, 13.1929, 393216
39.00, kodak/kodim08.png, 1.0807, 35.5175, 393216
39.00, kodak/kodim21.png, 0.6910, 23.9156, 393216
39.00, kodak/kodim18.png, 0.8665, 32.5172, 393216
39.00, kodak/kodim15.png, 0.4336, 20.6369, 393216
39.00, kodak/kodim09.png, 0.3580, 14.6191, 393216
39.00, kodak/kodim17.png, 0.4488, 19.1864, 393216
39.00, kodak/kodim20.png, 0.4237, 18.7916, 393216
39.00, kodak/kodim12.png, 0.3725, 18.1573, 393216
39.00, kodak/kodim22.png, 0.6586, 27.2398, 393216
39.00, kodak/kodim19.png, 0.5818, 23.2251, 393216
39.00, kodak/kodim02.png, 0.4440, 22.2426, 393216
39.00, kodak/kodim10.png, 0.3878, 16.5373, 393216
39.00, kodak/kodim05.png, 1.0101, 31.2447, 393216
39.00, kodak/kodim23.png, 0.2850, 13.3584, 393216
39.00, kodak/kodim11.png, 0.6577, 25.1662, 393216
39.00, kodak/kodim24.png, 0.8537, 30.0421, 393216
39.00, kodak/kodim01.png, 1.0684, 32.1764, 393216
39.00, kodak/kodim04.png, 0.4556, 20.6197, 393216
39.00, kodak/kodim14.png, 0.8367, 30.7979, 393216
39.00, kodak/kodim13.png, 1.4645, 44.3288, 393216
39.00, kodak/kodim06.png, 0.7698, 25.8530, 393216
39.00, kodak/kodim16.png, 0.5067, 19.7555, 393216
39.00, kodak/kodim07.png, 0.4455, 14.4443, 393216
40.00, kodak/kodim03.png, 0.3510, 12.7878, 393216
40.00, kodak/kodim08.png, 1.1261, 34.0638, 393216
40.00, kodak/kodim21.png, 0.7209, 22.9267, 393216
40.00, kodak/kodim18.png, 0.9040, 30.5035, 393216
40.00, kodak/kodim15.png, 0.4555, 20.3506, 393216
40.00, kodak/kodim09.png, 0.3731, 14.9710, 393216
40.00, kodak/kodim17.png, 0.4679, 17.9351, 393216
40.00, kodak/kodim20.png, 0.4430, 21.5530, 393216
40.00, kodak/kodim12.png, 0.3927, 19.2083, 393216
40.00, kodak/kodim22.png, 0.6926, 26.2031, 393216
40.00, kodak/kodim19.png, 0.6116, 22.4882, 393216
40.00, kodak/kodim02.png, 0.4713, 20.6842, 393216
40.00, kodak/kodim10.png, 0.4047, 16.5502, 393216
40.00, kodak/kodim05.png, 1.0501, 29.1212, 393216
40.00, kodak/kodim23.png, 0.2963, 13.4858, 393216
40.00, kodak/kodim11.png, 0.6910, 23.4602, 393216
40.00, kodak/kodim24.png, 0.8912, 28.8662, 393216
40.00, kodak/kodim01.png, 1.1159, 30.3630, 393216
40.00, kodak/kodim04.png, 0.4793, 19.5771, 393216
40.00, kodak/kodim14.png, 0.8789, 28.8898, 393216
40.00, kodak/kodim13.png, 1.5230, 41.8456, 393216
40.00, kodak/kodim06.png, 0.8064, 25.5849, 393216
40.00, kodak/kodim16.png, 0.5326, 18.8088, 393216
40.00, kodak/kodim07.png, 0.4637, 14.2005, 393216
41.00, kodak/kodim03.png, 0.3654, 11.8312, 393216
41.00, kodak/kodim08.png, 1.1708, 31.3504, 393216
41.00, kodak/kodim21.png, 0.7488, 21.3163, 393216
41.00, kodak/kodim18.png, 0.9411, 28.9384, 393216
41.00, kodak/kodim15.png, 0.4774, 18.4758, 393216
41.00, kodak/kodim09.png, 0.3877, 13.1783, 393216
41.00, kodak/kodim17.png, 0.4888, 16.9424, 393216
41.00, kodak/kodim20.png, 0.4624, 16.7692, 393216
41.00, kodak/kodim12.png, 0.4118, 16.0923, 393216
41.00, kodak/kodim22.png, 0.7259, 24.1639, 393216
41.00, kodak/kodim19.png, 0.6397, 20.4163, 393216
41.00, kodak/kodim02.png, 0.4982, 19.9240, 393216
41.00, kodak/kodim10.png, 0.4220, 14.8551, 393216
41.00, kodak/kodim05.png, 1.0897, 27.5394, 393216
41.00, kodak/kodim23.png, 0.3082, 12.2518, 393216
41.00, kodak/kodim11.png, 0.7229, 22.2001, 393216
41.00, kodak/kodim24.png, 0.9264, 26.5115, 393216
41.00, kodak/kodim01.png, 1.1629, 28.0701, 393216
41.00, kodak/kodim04.png, 0.5026, 18.3223, 393216
41.00, kodak/kodim14.png, 0.9192, 26.9612, 393216
41.00, kodak/kodim13.png, 1.5803, 38.6238, 393216
41.00, kodak/kodim06.png, 0.8401, 22.6041, 393216
41.00, kodak/kodim16.png, 0.5575, 17.4628, 393216
41.00, kodak/kodim07.png, 0.4807, 12.9916, 393216
42.00, kodak/kodim03.png, 0.3817, 12.3510, 393216
42.00, kodak/kodim08.png, 1.2203, 31.4960, 393216
42.00, kodak/kodim21.png, 0.7813, 21.3419, 393216
42.00, kodak/kodim18.png, 0.9808, 27.5685, 393216
42.00, kodak/kodim15.png, 0.4999, 19.5195, 393216
42.00, kodak/kodim09.png, 0.4036, 14.8847, 393216
42.00, kodak/kodim17.png, 0.5116, 16.3766, 393216
42.00, kodak/kodim20.png, 0.4830, 22.4169, 393216
42.00, kodak/kodim12.png, 0.4331, 19.3212, 393216
42.00, kodak/kodim22.png, 0.7610, 24.2533, 393216
42.00, kodak/kodim19.png, 0.6724, 21.1393, 393216
42.00, kodak/kodim02.png, 0.5251, 19.2465, 393216
42.00, kodak/kodim10.png, 0.4402, 16.0430, 393216
42.00, kodak/kodim05.png, 1.1322, 26.1939, 393216
42.00, kodak/kodim23.png, 0.3202, 13.5154, 393216
42.00, kodak/kodim11.png, 0.7602, 21.2702, 393216
42.00, kodak/kodim24.png, 0.9643, 26.5200, 393216
42.00, kodak/kodim01.png, 1.2136, 27.3552, 393216
42.00, kodak/kodim04.png, 0.5279, 18.3786, 393216
42.00, kodak/kodim14.png, 0.9616, 26.1483, 393216
42.00, kodak/kodim13.png, 1.6430, 37.4635, 393216
42.00, kodak/kodim06.png, 0.8796, 24.0401, 393216
42.00, kodak/kodim16.png, 0.5856, 17.4377, 393216
42.00, kodak/kodim07.png, 0.5008, 13.6868, 393216
43.00, kodak/kodim03.png, 0.3943, 11.9666, 393216
43.00, kodak/kodim08.png, 1.2553, 30.4016, 393216
43.00, kodak/kodim21.png, 0.8037, 20.5919, 393216
43.00, kodak/kodim18.png, 1.0117, 26.6779, 393216
43.00, kodak/kodim15.png, 0.5173, 18.7643, 393216
43.00, kodak/kodim09.png, 0.4150, 14.5279, 393216
43.00, kodak/kodim17.png, 0.5293, 15.9142, 393216
43.00, kodak/kodim20.png, 0.4985, 20.6730, 393216
43.00, kodak/kodim12.png, 0.4474, 18.5750, 393216
43.00, kodak/kodim22.png, 0.7883, 23.4026, 393216
43.00, kodak/kodim19.png, 0.6968, 20.4057, 393216
43.00, kodak/kodim02.png, 0.5469, 18.4743, 393216
43.00, kodak/kodim10.png, 0.4536, 15.5988, 393216
43.00, kodak/kodim05.png, 1.1635, 25.3665, 393216
43.00, kodak/kodim23.png, 0.3298, 13.0792, 393216
43.00, kodak/kodim11.png, 0.7853, 20.6550, 393216
43.00, kodak/kodim24.png, 0.9923, 25.7011, 393216
43.00, kodak/kodim01.png, 1.2493, 26.3003, 393216
43.00, kodak/kodim04.png, 0.5478, 17.7306, 393216
43.00, kodak/kodim14.png, 0.9920, 25.3456, 393216
43.00, kodak/kodim13.png, 1.6869, 35.8412, 393216
43.00, kodak/kodim06.png, 0.9053, 23.0874, 393216
43.00, kodak/kodim16.png, 0.6060, 16.7694, 393216
43.00, kodak/kodim07.png, 0.5143, 13.2565, 393216
44.00, kodak/kodim03.png, 0.4143, 10.7499, 393216
44.00, kodak/kodim08.png, 1.3135, 27.7331, 393216
44.00, kodak/kodim21.png, 0.8394, 18.7831, 393216
44.00, kodak/kodim18.png, 1.0586, 24.6909, 393216
44.00, kodak/kodim15.png, 0.5462, 17.4329, 393216
44.00, kodak/kodim09.png, 0.4330, 13.1468, 393216
44.00, kodak/kodim17.png, 0.5571, 14.6344, 393216
44.00, kodak/kodim20.png, 0.5235, 19.0700, 393216
44.00, kodak/kodim12.png, 0.4738, 16.6381, 393216
44.00, kodak/kodim22.png, 0.8316, 21.3147, 393216
44.00, kodak/kodim19.png, 0.7344, 18.5049, 393216
44.00, kodak/kodim02.png, 0.5834, 17.3197, 393216
44.00, kodak/kodim10.png, 0.4757, 14.0875, 393216
44.00, kodak/kodim05.png, 1.2147, 23.3134, 393216
44.00, kodak/kodim23.png, 0.3449, 11.8456, 393216
44.00, kodak/kodim11.png, 0.8297, 18.7824, 393216
44.00, kodak/kodim24.png, 1.0385, 23.3860, 393216
44.00, kodak/kodim01.png, 1.3096, 23.6912, 393216
44.00, kodak/kodim04.png, 0.5790, 16.3284, 393216
44.00, kodak/kodim14.png, 1.0442, 23.0796, 393216
44.00, kodak/kodim13.png, 1.7557, 32.8585, 393216
44.00, kodak/kodim06.png, 0.9503, 20.9275, 393216
44.00, kodak/kodim16.png, 0.6405, 15.1104, 393216
44.00, kodak/kodim07.png, 0.5365, 11.9657, 393216
45.00, kodak/kodim03.png, 0.4311, 9.4531, 393216
45.00, kodak/kodim08.png, 1.3592, 25.2418, 393216
45.00, kodak/kodim21.png, 0.8677, 16.9703, 393216
45.00, kodak/kodim18.png, 1.0961, 23.3609, 393216
45.00, kodak/kodim15.png, 0.5697, 15.6167, 393216
45.00, kodak/kodim09.png, 0.4489, 11.3432, 393216
45.00, kodak/kodim17.png, 0.5787, 13.6017, 393216
45.00, kodak/kodim20.png, 0.5439, 15.2874, 393216
45.00, kodak/kodim12.png, 0.4947, 13.8882, 393216
45.00, kodak/kodim22.png, 0.8660, 19.3211, 393216
45.00, kodak/kodim19.png, 0.7648, 16.5197, 393216
45.00, kodak/kodim02.png, 0.6111, 15.7914, 393216
45.00, kodak/kodim10.png, 0.4932, 12.4458, 393216
45.00, kodak/kodim05.png, 1.2555, 21.8002, 393216
45.00, kodak/kodim23.png, 0.3581, 10.3820, 393216
45.00, kodak/kodim11.png, 0.8630, 17.3251, 393216
45.00, kodak/kodim24.png, 1.0727, 21.3025, 393216
45.00, kodak/kodim01.png, 1.3553, 21.5818, 393216
45.00, kodak/kodim04.png, 0.6043, 14.6572, 393216
45.00, kodak/kodim14.png, 1.0854, 21.1944, 393216
45.00, kodak/kodim13.png, 1.8100, 30.2351, 393216
45.00, kodak/kodim06.png, 0.9846, 18.2540, 393216
45.00, kodak/kodim16.png, 0.6666, 13.5961, 393216
45.00, kodak/kodim07.png, 0.5551, 10.5256, 393216
46.00, kodak/kodim03.png, 0.4482, 9.0243, 393216
46.00, kodak/kodim08.png, 1.4133, 23.3413, 393216
46.00, kodak/kodim21.png, 0.9019, 15.8873, 393216
46.00, kodak/kodim18.png, 1.1403, 22.4376, 393216
46.00, kodak/kodim15.png, 0.5954, 14.4487, 393216
46.00, kodak/kodim09.png, 0.4672, 10.3698, 393216
46.00, kodak/kodim17.png, 0.6050, 13.2361, 393216
46.00, kodak/kodim20.png, 0.5676, 12.5157, 393216
46.00, kodak/kodim12.png, 0.5216, 11.7697, 393216
46.00, kodak/kodim22.png, 0.9056, 18.0493, 393216
46.00, kodak/kodim19.png, 0.7999, 15.2376, 393216
46.00, kodak/kodim02.png, 0.6431, 15.3370, 393216
46.00, kodak/kodim10.png, 0.5146, 11.4802, 393216
46.00, kodak/kodim05.png, 1.3022, 20.8089, 393216
46.00, kodak/kodim23.png, 0.3711, 9.6227, 393216
46.00, kodak/kodim11.png, 0.9013, 16.4776, 393216
46.00, kodak/kodim24.png, 1.1152, 19.7655, 393216
46.00, kodak/kodim01.png, 1.4118, 19.9913, 393216
46.00, kodak/kodim04.png, 0.6341, 13.9530, 393216
46.00, kodak/kodim14.png, 1.1327, 19.9443, 393216
46.00, kodak/kodim13.png, 1.8749, 28.0410, 393216
46.00, kodak/kodim06.png, 1.0259, 16.2618, 393216
46.00, kodak/kodim16.png, 0.6969, 12.8658, 393216
46.00, kodak/kodim07.png, 0.5762, 9.8247, 393216
47.00, kodak/kodim03.png, 0.4654, 8.9372, 393216
47.00, kodak/kodim08.png, 1.4640, 23.3184, 393216
47.00, kodak/kodim21.png, 0.9331, 15.4525, 393216
47.00, kodak/kodim18.png, 1.1791, 21.7528, 393216
47.00, kodak/kodim15.png, 0.6212, 15.7760, 393216
47.00, kodak/kodim09.png, 0.4841, 10.8210, 393216
47.00, kodak/kodim17.png, 0.6283, 13.0576, 393216
47.00, kodak/kodim20.png, 0.5906, 17.4177, 393216
47.00, kodak/kodim12.png, 0.5429, 13.6412, 393216
47.00, kodak/kodim22.png, 0.9430, 17.6202, 393216
47.00, kodak/kodim19.png, 0.8347, 15.1123, 393216
47.00, kodak/kodim02.png, 0.6732, 14.3537, 393216
47.00, kodak/kodim10.png, 0.5330, 11.6398, 393216
47.00, kodak/kodim05.png, 1.3440, 20.0008, 393216
47.00, kodak/kodim23.png, 0.3854, 10.0969, 393216
47.00, kodak/kodim11.png, 0.9390, 15.7419, 393216
47.00, kodak/kodim24.png, 1.1528, 19.6832, 393216
47.00, kodak/kodim01.png, 1.4637, 19.0294, 393216
47.00, kodak/kodim04.png, 0.6604, 13.4433, 393216
47.00, kodak/kodim14.png, 1.1771, 19.2158, 393216
47.00, kodak/kodim13.png, 1.9340, 27.1436, 393216
47.00, kodak/kodim06.png, 1.0656, 17.1380, 393216
47.00, kodak/kodim16.png, 0.7276, 12.4353, 393216
47.00, kodak/kodim07.png, 0.5948, 9.8574, 393216
48.00, kodak/kodim03.png, 0.4829, 9.1170, 393216
48.00, kodak/kodim08.png, 1.5122, 22.6445, 393216
48.00, kodak/kodim21.png, 0.9635, 15.3163, 393216
48.00, kodak/kodim18.png, 1.2200, 20.4906, 393216
48.00, kodak/kodim15.png, 0.6455, 14.8368, 393216
48.00, kodak/kodim09.png, 0.5010, 11.7296, 393216
48.00, kodak/kodim17.png, 0.6542, 11.9915, 393216
48.00, kodak/kodim20.png, 0.6118, 17.7971, 393216
48.00, kodak/kodim12.png, 0.5680, 14.7966, 393216
48.00, kodak/kodim22.png, 0.9795, 17.5361, 393216
48.00, kodak/kodim19.png, 0.8671, 15.3079, 393216
48.00, kodak/kodim02.png, 0.7090, 13.9647, 393216
48.00, kodak/kodim10.png, 0.5534, 12.2058, 393216
48.00, kodak/kodim05.png, 1.3860, 18.6133, 393216
48.00, kodak/kodim23.png, 0.3995, 10.4930, 393216
48.00, kodak/kodim11.png, 0.9748, 14.9733, 393216
48.00, kodak/kodim24.png, 1.1911, 19.1709, 393216
48.00, kodak/kodim01.png, 1.5111, 18.6559, 393216
48.00, kodak/kodim04.png, 0.6877, 13.3310, 393216
48.00, kodak/kodim14.png, 1.2223, 18.4759, 393216
48.00, kodak/kodim13.png, 1.9885, 26.2596, 393216
48.00, kodak/kodim06.png, 1.1022, 17.3053, 393216
48.00, kodak/kodim16.png, 0.7551, 12.2416, 393216
48.00, kodak/kodim07.png, 0.6159, 10.2265, 393216
49.00, kodak/kodim03.png, 0.5031, 8.4761, 393216
49.00, kodak/kodim08.png, 1.5665, 21.4164, 393216
49.00, kodak/kodim21.png, 0.9980, 14.5182, 393216
49.00, kodak/kodim18.png, 1.2665, 19.4041, 393216
49.00, kodak/kodim15.png, 0.6765, 14.4028, 393216
49.00, kodak/kodim09.png, 0.5217, 10.8939, 393216
49.00, kodak/kodim17.png, 0.6823, 11.4709, 393216
49.00, kodak/kodim20.png, 0.6383, 16.7766, 393216
49.00, kodak/kodim12.png, 0.5953, 13.5113, 393216
49.00, kodak/kodim22.png, 1.0221, 16.5165, 393216
49.00, kodak/kodim19.png, 0.9040, 14.1234, 393216
49.00, kodak/kodim02.png, 0.7450, 13.2849, 393216
49.00, kodak/kodim10.png, 0.5757, 11.3185, 393216
49.00, kodak/kodim05.png, 1.4342, 17.8230, 393216
49.00, kodak/kodim23.png, 0.4156, 9.8770, 393216
49.00, kodak/kodim11.png, 1.0177, 14.1248, 393216
49.00, kodak/kodim24.png, 1.2342, 18.2135, 393216
49.00, kodak/kodim01.png, 1.5657, 17.2379, 393216
49.00, kodak/kodim04.png, 0.7205, 12.6653, 393216
49.00, kodak/kodim14.png, 1.2747, 17.2499, 393216
49.00, kodak/kodim13.png, 2.0508, 24.5474, 393216
49.00, kodak/kodim06.png, 1.1444, 15.9247, 393216
49.00, kodak/kodim16.png, 0.7906, 11.4771, 393216
49.00, kodak/kodim07.png, 0.6384, 9.4399, 393216
50.00, kodak/kodim03.png, 0.5191, 7.8102, 393216
50.00, kodak/kodim08.png, 1.6163, 20.4151, 393216
50.00, kodak/kodim21.png, 1.0295, 13.3843, 393216
50.00, kodak/kodim18.png, 1.3060, 19.1284, 393216
50.00, kodak/kodim15.png, 0.7018, 13.5292, 393216
50.00, kodak/kodim09.png, 0.5381, 9.7932, 393216
50.00, kodak/kodim17.png, 0.7066, 11.2485, 393216
50.00, kodak/kodim20.png, 0.6596, 14.3969, 393216
50.00, kodak/kodim12.png, 0.6187, 11.8171, 393216
50.00, kodak/kodim22.png, 1.0592, 15.2570, 393216
50.00, kodak/kodim19.png, 0.9377, 13.2057, 393216
50.00, kodak/kodim02.png, 0.7766, 12.7473, 393216
50.00, kodak/kodim10.png, 0.5948, 10.4017, 393216
50.00, kodak/kodim05.png, 1.4772, 17.4903, 393216
50.00, kodak/kodim23.png, 0.4276, 9.1188, 393216
50.00, kodak/kodim11.png, 1.0556, 13.3360, 393216
50.00, kodak/kodim24.png, 1.2722, 17.0000, 393216
50.00, kodak/kodim01.png, 1.6176, 16.1626, 393216
50.00, kodak/kodim04.png, 0.7490, 11.9222, 393216
50.00, kodak/kodim14.png, 1.3200, 16.3875, 393216
50.00, kodak/kodim13.png, 2.1074, 23.3418, 393216
50.00, kodak/kodim06.png, 1.1818, 14.4449, 393216
50.00, kodak/kodim16.png, 0.8196, 10.4658, 393216
50.00, kodak/kodim07.png, 0.6586, 8.8340, 393216
51.00, kodak/kodim03.png, 0.5386, 8.0535, 393216
51.00, kodak/kodim08.png, 1.6654, 18.9659, 393216
51.00, kodak/kodim21.png, 1.0600, 12.8796, 393216
51.00, kodak/kodim18.png, 1.3491, 19.6713, 393216
51.00, kodak/kodim15.png, 0.7300, 13.2732, 393216
51.00, kodak/kodim09.png, 0.5567, 9.0744, 393216
51.00, kodak/kodim17.png, 0.7340, 12.0182, 393216
51.00, kodak/kodim20.png, 0.6821, 12.1464, 393216
51.00, kodak/kodim12.png, 0.6443, 9.9364, 393216
51.00, kodak/kodim22.png, 1.0972, 14.7513, 393216
51.00, kodak/kodim19.png, 0.9713, 12.6478, 393216
51.00, kodak/kodim02.png, 0.8112, 13.1052, 393216
51.00, kodak/kodim10.png, 0.6180, 9.9326, 393216
51.00, kodak/kodim05.png, 1.5219, 17.5823, 393216
51.00, kodak/kodim23.png, 0.4440, 8.9774, 393216
51.00, kodak/kodim11.png, 1.0940, 13.5142, 393216
51.00, kodak/kodim24.png, 1.3115, 16.4238, 393216
51.00, kodak/kodim01.png, 1.6644, 15.4825, 393216
51.00, kodak/kodim04.png, 0.7785, 11.9599, 393216
51.00, kodak/kodim14.png, 1.3660, 16.2439, 393216
51.00, kodak/kodim13.png, 2.1611, 22.2811, 393216
51.00, kodak/kodim06.png, 1.2195, 13.2758, 393216
51.00, kodak/kodim16.png, 0.8506, 10.5067, 393216
51.00, kodak/kodim07.png, 0.6806, 8.6275, 393216
52.00, kodak/kodim03.png, 0.5608, 6.9820, 393216
52.00, kodak/kodim08.png, 1.7267, 17.5082, 393216
52.00, kodak/kodim21.png, 1.0967, 11.9064, 393216
52.00, kodak/kodim18.png, 1.3986, 16.9479, 393216
52.00, kodak/kodim15.png, 0.7636, 11.6010, 393216
52.00, kodak/kodim09.png, 0.5800, 8.7954, 393216
52.00, kodak/kodim17.png, 0.7678, 9.7104, 393216
52.00, kodak/kodim20.png, 0.7100, 12.0663, 393216
52.00, kodak/kodim12.png, 0.6752, 10.1835, 393216
52.00, kodak/kodim22.png, 1.1433, 13.5989, 393216
52.00, kodak/kodim19.png, 1.0127, 11.5181, 393216
52.00, kodak/kodim02.png, 0.8552, 11.2923, 393216
52.00, kodak/kodim10.png, 0.6458, 9.2398, 393216
52.00, kodak/kodim05.png, 1.5745, 15.1049, 393216
52.00, kodak/kodim23.png, 0.4628, 8.2555, 393216
52.00, kodak/kodim11.png, 1.1412, 11.6515, 393216
52.00, kodak/kodim24.png, 1.3597, 15.0011, 393216
52.00, kodak/kodim01.png, 1.7222, 13.8834, 393216
52.00, kodak/kodim04.png, 0.8159, 10.4725, 393216
52.00, kodak/kodim14.png, 1.4213, 14.3073, 393216
52.00, kodak/kodim13.png, 2.2246, 20.3078, 393216
52.00, kodak/kodim06.png, 1.2669, 12.4475, 393216
52.00, kodak/kodim16.png, 0.8876, 9.1902, 393216
52.00, kodak/kodim07.png, 0.7059, 7.8030, 393216
53.00, kodak/kodim03.png, 0.5820, 7.3411, 393216
53.00, kodak/kodim08.png, 1.7867, 17.9928, 393216
53.00, kodak/kodim21.png, 1.1354, 12.1299, 393216
53.00, kodak/kodim18.png, 1.4513, 16.2504, 393216
53.00, kodak/kodim15.png, 0.7972, 12.5400, 393216
53.00, kodak/kodim09.png, 0.6023, 9.9279, 393216
53.00, kodak/kodim17.png, 0.8001, 9.4511, 393216
53.00, kodak/kodim20.png, 0.7368, 16.0392, 393216
53.00, kodak/kodim12.png, 0.7080, 12.4039, 393216
53.00, kodak/kodim22.png, 1.1888, 13.8184, 393216
53.00, kodak/kodim19.png, 1.0556, 11.9894, 393216
53.00, kodak/kodim02.png, 0.8985, 10.7269, 393216
53.00, kodak/kodim10.png, 0.6720, 10.0094, 393216
53.00, kodak/kodim05.png, 1.6259, 14.4446, 393216
53.00, kodak/kodim23.png, 0.4790, 9.0246, 393216
53.00, kodak/kodim11.png, 1.1884, 11.2349, 393216
53.00, kodak/kodim24.png, 1.4056, 15.2917, 393216
53.00, kodak/kodim01.png, 1.7834, 13.7807, 393216
53.00, kodak/kodim04.png, 0.8555, 10.4053, 393216
53.00, kodak/kodim14.png, 1.4782, 13.9941, 393216
53.00, kodak/kodim13.png, 2.2895, 20.1379, 393216
53.00, kodak/kodim06.png, 1.3141, 13.7175, 393216
53.00, kodak/kodim16.png, 0.9265, 9.2729, 393216
53.00, kodak/kodim07.png, 0.7301, 8.2650, 393216
54.00, kodak/kodim03.png, 0.6063, 6.2096, 393216
54.00, kodak/kodim08.png, 1.8471, 15.4449, 393216
54.00, kodak/kodim21.png, 1.1716, 10.6000, 393216
54.00, kodak/kodim18.png, 1.5031, 15.8386, 393216
54.00, kodak/kodim15.png, 0.8334, 10.5015, 393216
54.00, kodak/kodim09.png, 0.6261, 7.6912, 393216
54.00, kodak/kodim17.png, 0.8338, 9.1676, 393216
54.00, kodak/kodim20.png, 0.7654, 10.4951, 393216
54.00, kodak/kodim12.png, 0.7403, 8.3712, 393216
54.00, kodak/kodim22.png, 1.2357, 12.0967, 393216
54.00, kodak/kodim19.png, 1.0971, 10.1156, 393216
54.00, kodak/kodim02.png, 0.9441, 9.9163, 393216
54.00, kodak/kodim10.png, 0.7004, 8.1765, 393216
54.00, kodak/kodim05.png, 1.6793, 13.8635, 393216
54.00, kodak/kodim23.png, 0.5000, 7.3947, 393216
54.00, kodak/kodim11.png, 1.2365, 10.4123, 393216
54.00, kodak/kodim24.png, 1.4547, 13.4145, 393216
54.00, kodak/kodim01.png, 1.8412, 11.9869, 393216
54.00, kodak/kodim04.png, 0.8949, 9.2282, 393216
54.00, kodak/kodim14.png, 1.5333, 12.6801, 393216
54.00, kodak/kodim13.png, 2.3521, 18.0779, 393216
54.00, kodak/kodim06.png, 1.3613, 10.6132, 393216
54.00, kodak/kodim16.png, 0.9657, 8.1400, 393216
54.00, kodak/kodim07.png, 0.7575, 6.8984, 393216
55.00, kodak/kodim03.png, 0.6258, 6.2252, 393216
55.00, kodak/kodim08.png, 1.9021, 15.1120, 393216
55.00, kodak/kodim21.png, 1.2061, 10.2939, 393216
55.00, kodak/kodim18.png, 1.5527, 14.8380, 393216
55.00, kodak/kodim15.png, 0.8635, 10.2142, 393216
55.00, kodak/kodim09.png, 0.6478, 8.2223, 393216
55.00, kodak/kodim17.png, 0.8658, 8.3012, 393216
55.00, kodak/kodim20.png, 0.7916, 11.5839, 393216
55.00, kodak/kodim12.png, 0.7706, 9.4597, 393216
55.00, kodak/kodim22.png, 1.2767, 11.8791, 393216
55.00, kodak/kodim19.png, 1.1338, 10.1797, 393216
55.00, kodak/kodim02.png, 0.9837, 9.3754, 393216
55.00, kodak/kodim10.png, 0.7269, 8.4034, 393216
55.00, kodak/kodim05.png, 1.7285, 12.7498, 393216
55.00, kodak/kodim23.png, 0.5178, 7.7021, 393216
55.00, kodak/kodim11.png, 1.2810, 9.6702, 393216
55.00, kodak/kodim24.png, 1.4981, 13.0357, 393216
55.00, kodak/kodim01.png, 1.8939, 11.5629, 393216
55.00, kodak/kodim04.png, 0.9309, 8.8842, 393216
55.00, kodak/kodim14.png, 1.5839, 12.0358, 393216
55.00, kodak/kodim13.png, 2.4084, 17.5026, 393216
55.00, kodak/kodim06.png, 1.4026, 11.0189, 393216
55.00, kodak/kodim16.png, 1.0013, 7.7063, 393216
55.00, kodak/kodim07.png, 0.7818, 7.0075, 393216
56.00, kodak/kodim03.png, 0.6456, 6.8519, 393216
56.00, kodak/kodim08.png, 1.9483, 16.7509, 393216
56.00, kodak/kodim21.png, 1.2352, 11.2919, 393216
56.00, kodak/kodim18.png, 1.5966, 14.8492, 393216
56.00, kodak/kodim15.png, 0.8910, 11.4447, 393216
56.00, kodak/kodim09.png, 0.6675, 9.4811, 393216
